Star Rating,Review Title,Review Description
5.0 out of 5 stars,Amazing mobile,Camera quality suprb. Adaptive 120hz refresh was excellent smooth. Display is bright but not in outdoor . No issues in network connectivity.  Overall it's a decent all-rounder 👌Read more
5.0 out of 5 stars,Value for money,It's very good productRead more
5.0 out of 5 stars,A balanced near flagship experience,"Everything is too good about the phone , is display camera and built quality is top notch , there's actually no difference between exynos 2400e and exynos 2400 in real time use unless you throttle the cpu very much under heavy gaming, runs multitasking super smoothly and you'll love the smoothness with an array of customisation options , camera quality can be said top notch in this range at least compared to oneplus 13r, exynos performs pretty well .... the main cons that I've experienced are that gets heat up in long and direct exposure to sunlight and battery backup is not that good , drains pretty plus even phones within 25k range and lesser battery (4000mah) has good optimisation ( I previously used vivo v21e with 3900mah battery) , though the charging stays well for a day if moderately used( small productivity, camera, browsing, youtube,  netflix) , exynos has done pretty well ... if you're balanced user with a pretty taste for photo and videography and want flagship like experience in this price segment, you can go with it , heating is very minimal ( actually no one uses his phone under direct sun exposure for hours) , but the battery back up could be far more good .Read more"
4.0 out of 5 stars,"Great Phone, But Poor Packaging & Heating Issue","Packaging:The packaging was not good at all. Just wrapped in cardboard and a plastic bag, it didn’t feel safe or premium. For a device in this price range, I expected better.Seller & Purchase Experience:I was skeptical about the seller( Maglev1 ), but everything turned out fine. The phone is brand new, not pre-activated, and the warranty is valid. I had considered buying it from Flipkart BBDS, but I don’t have trust in them. They were also charging ₹250+ extra in unnecessary fees like handling, packaging, and payment charges. Glad I avoided that.Phone Performance:The Samsung S24 FE is a very good phone overall. Smooth performance, excellent display, and solid build quality. The only issue is heating, as soon as you connect to Wi-Fi and start updating apps, the phone heats up noticeably. It’s manageable, but definitely something Samsung should look into.Final Verdict:A solid phone with great features, but packaging and heating issues keep it from being perfect.Read more"
4.0 out of 5 stars,"Overall best phone in this price, but with unsatisfactory battery life.","Here is my review after more than two months of use:This device offers a premium feel, characterized by its glass back design and metal frame, and it incorporates all the cutting-edge Galaxy AI features currently provided by Samsung. Its 5G network connectivity is exceptional within my geographical area, and the phone's performance has been consistently strong, though individual experiences may vary. It currently operates on Android 16, integrated with the latest One UI 8, which is Samsung's most recent offering and is rich in features. The camera quality is also superior for its price point.The primary limitations of this device are as follows:• The under-display optical fingerprint sensor may prove frustrating if a protective film (tempered glass) is applied to the screen, as its functionality can be intermittent.• Prolonged use without a back cover may lead to the paint on the metal frame scratching off, exposing the original metal color; therefore, caution is advised.• The battery life may not meet the expectations of users with heavy usage patterns, potentially requiring two charges per day, especially when compared to other devices in this price segment.If only the battery life were satisfactory enough, then this phone would be highly recommended for anyone looking for a phone in this price range.If you're okay with these problems and are comfortable with Samsung's software, then this is the best phone you can get now in this price range!Read more"
5.0 out of 5 stars,Excellent Mid-Range Performer – Worth Every Penny! 🌟🌟🌟🌟🌟,"I’ve been using the Samsung Galaxy A36 for a while now, and I’m really impressed. The display is vibrant and smooth, making videos and games look amazing. Performance is fast and lag-free, even with multiple apps running. The camera quality is great in both daylight and low light, with clear and detailed photos. Battery life easily lasts a full day with heavy use, and charging is quick too.Overall, the Galaxy A36 offers a perfect balance of performance, style, and value. Highly recommended for anyone looking for a reliable and premium-feeling smartphone in this price range!Read more"
5.0 out of 5 stars,Nice product,The camera quality of the mobile is the best. It also works lag free and smoothly. It also gives a battery life of 1 day 12 hours on high usage. Its sound quality is best. It is absolutely value for money product.Read more
4.0 out of 5 stars,"Better phone, met my expectations.","There is no unusual heating issues, only when you play games. Phone's durability is good. Worth to buy. Design is also good. Coming to battery as it mentioned in description this phone is not for long battery backup, I usually keeps charging once in a day as per my usage but if you are gamey guy or if you get more calls & messages, you have to charge twice. Overall performance of the phone is good. Even camera is also good.Read more"
5.0 out of 5 stars,Latest AI enabled,Very good productRead more
1.0 out of 5 stars,Worst product,Worst productRead more
3.0 out of 5 stars,Best samsung mobile under 30k,"I’ve been using the Samsung Galaxy A36 for a while now, and here’s my honest take on it.The overall performance and design of the phone are solid. The display is vibrant, the UI is smooth for daily tasks, and the build feels premium for its price. It handles most apps and media consumption well, making it a decent phone for everyday use.However, there are a few noticeable downsides. The device tends to heat up quite a bit, especially during charging or while using demanding apps. Speaking of charging, it’s slower than expected—even with the provided charger, it takes longer than most phones in the same range. The fingerprint sensor is another letdown. It's not very accurate or fast, and sometimes it doesn't work at all, which can be frustrating.Despite the heating issues, slow charging, and unreliable fingerprint sensor, the phone still manages to deliver a good all-round experience. If you can overlook those flaws, the Galaxy A36 is a decent option in the mid-range category.Read more"
5.0 out of 5 stars,Why I’m Glad I Ignored the Price Talk and Bought This Samsung,"I've been using my new Samsung device for a month now, and I’m genuinely impressed with how well it performs. Despite the front camera being 12MP and the main one 50MP, the photo quality has exceeded my expectations. Samsung’s image processing really makes a difference. The latest UI 7 is smooth, intuitive, and packed with useful features that enhance the overall experience.As someone who’s been a Samsung user for over 10 years—my previous phone was the F62—I was initially hesitant about this purchase because of the price. A lot of people around me said it was too expensive. But now that I’ve used it, I can confidently say it’s worth every penny, especially if you’re someone who doesn’t game all day but needs a reliable, high-performing phone for personal or business use.One thing that truly surprised me was how fast the data transferred—everything moved over in under 6 minutes, and I was honestly shocked. I use Samsung Notes extensively and had over 1,200 notes, yet they were transferred flawlessly along with all my images and videos. That level of efficiency made the transition effortless.The charging speed is solid too. Of course, like any device, battery life depends on usage. If you're running brightness at 90–100%, you'll need to recharge more often. While the phone doesn’t support expandable storage, the built-in 256GB is more than enough for most users—unless you're constantly vlogging or shooting 4K content.Another huge advantage is the long-term value: this device comes with 6 years of OS upgrades, which is rare in today’s smartphone market. That alone puts it ahead of many competitors and gives me confidence in its longevity.In short, I highly recommend this phone. It’s a powerful, future-proof choice that balances performance, design, and usability perfectly. Don’t let the price talk scare you—it’s absolutely justified by what you’re getting in return.Read more"
5.0 out of 5 stars,Very good phone,Very good uiRead more
5.0 out of 5 stars,,Super 👍Read more
1.0 out of 5 stars,Ok,Pre activated device was send 4 days old don't buy anyoneRead more
4.0 out of 5 stars,Good performance,Good performance with sleek designOverall satisfactoryRead more
5.0 out of 5 stars,Good budget phone for parents,Phone is good for daily use ..Battery last 2 daysPhone doesn't lagVoice and video call are smoothCamera is just cameraRead more
5.0 out of 5 stars,Quality,Good mobileRead more
4.0 out of 5 stars,Best mobile in this range,All is well !!Read more
5.0 out of 5 stars,Bahut vadhia,GoodRead more
5.0 out of 5 stars,Improved functionality than other M series mobile,Charging speed is very good. Good looking & qualitative mobile it is. Sound is good also & can hear from 50-60 metres & more. Size is normal & some good improvement in functionality of this mobile than other M series mobile of Galaxy.Read more
1.0 out of 5 stars,9k se jada ka nahi hona chahiye tha,"Overpriced, worst !Read more"
5.0 out of 5 stars,Refund,This celphone is single sim and i want to get double sim celphone. Therefore I have returned on 28/11/25.please arrange for refund immediately.Read more
5.0 out of 5 stars,Good for the price,Good for the priceRead more
5.0 out of 5 stars,Worth it,"Good phone for household use, worth for the money.Read more"
4.0 out of 5 stars,A budget phone to buy,Nice phoneRead more
5.0 out of 5 stars,Good product,Good productRead more
4.0 out of 5 stars,Need change the products,Product is nice but I want better then thisRead more
5.0 out of 5 stars,Very good mobile from samsung,It is a great mobile at this price point. I ordered it because of longer updates support compared to other brands. Overall turns out to be a very good mobile with wide screen. I ordered 6 GB variant.Read more
5.0 out of 5 stars,Quality,Good qualityRead more
4.0 out of 5 stars,Nice,GoodRead more
3.0 out of 5 stars,Charger not there payment made though,The media could not be loaded.I have paid for the charger but it is not there in the box. Send it immediatelyRead more
5.0 out of 5 stars,Good product but bad Delivery experience,"Good product improvement in packaging the product with more handling stuffs to maintain the electronics which is above 5k is better I think,  Delivery showed Saturday but Delivery men came on Thursday when we didn't had money ready Delivery man talked harshlyRead more"
4.0 out of 5 stars,Good phone!,"The phone is perfect and far better than my old phone. Though there are mostly positive reviews, I would also like to add that there is a slight overheating issue but other than that, some might not like its camera quality but if you're looking for a phone within your budget, with good storage and all that, this is for you.Read more"
5.0 out of 5 stars,Nice display and battery backup,Value for moneyRead more
5.0 out of 5 stars,Supbbb,SupbbbRead more
1.0 out of 5 stars,Extremely hitting and very bad build quality,The media could not be loaded.This is a very bad phone I will not recommend anyone to buy this phone this phone it heats very quickly after a use of 2 to 3 minutes the phone gets heat very quickly. The camera is also not very good the pixels are very big . The build quality is very poor and it is fully made of plastic edges I had kept the phone in my pocket and when I remove the phone from my pocket the phone was cracked from the charger side . The paint also faints away automatically without doing anything the paint will get remove the from the phone and would look very shabby the sound quality is also not very good and it is extremely not value for money phone at this range you can get very much good phones at this price please buy another phone this comes with us very slow charging capacity. Looks ke chakkar mein phone aur paise barbad mat karo iska processor bahut kharab haiRead more
5.0 out of 5 stars,Nice product  and service,Very good product  andVery good  serviceThanks AmezonRead more
3.0 out of 5 stars,"Good one at this budget, but not a must-buy piece.","Review after using 2 weeks – Samsung Galaxy A35 5GI recently purchased the Samsung Galaxy A35 5G from Amazon. Overall, the phone is good, but it did not fully meet my expectations compared to how it was presented on the website.The design and display are attractive, and the build quality feels premium. The camera performance is decent in good lighting conditions, and the battery backup is satisfactory for normal daily use.However, I noticed a heating issue during usage, especially while browsing, video calling, using mobile data continuously, or running multiple apps. Another concern is the slow app response at times. There is a slight lag when switching between apps or opening heavier applications, which can be disappointing.Based on my experience, this phone is suitable for moderate users who mainly use it for calls, WhatsApp, browsing, and regular social media usage. It may not be ideal for heavy users or gamers.Overall, it is a decent phone, but not exactly as impressive as shown on Amazon.Rating: 3/5 ⭐Read more"
4.0 out of 5 stars,Good,"Good, except camera qualityRead more"
5.0 out of 5 stars,Display that actually matters The curved AMOLED screen—it’s practical n awesome.,"Chowhan Enterprises.My honest experience with Redmi Note 15 5GI’ve been using the Redmi Note 15 5G as my daily driver, and over time it stops feeling like just “another phone” and starts feeling like part of my routine. The moment you pick it up, it feels comfortable and light, yet solid—not slippery, and not bulky in your pocket. I actually prefer using it without a cover because the smooth finish and slim profile make it pleasant to hold, though I do keep it safe since we all know phones can slip.Display that actually mattersThe curved AMOLED screen hasn’t just looked good in pictures—it’s practical. While commuting on bike taxis or Rapido in bright sunlight, I can glance at maps, messages, and notifications without tilting or shading the screen. Videos and reels feel bright and satisfying because of the clarity and color pop, especially when I watch them after work.Everyday performance that doesn’t make you think twiceFor daily tasks like replying on WhatsApp, switching between apps, managing emails, scrolling social media, using UPI apps, and playing music simultaneously, this phone just keeps up. The UI feels responsive, and multitasking feels natural. I don’t have to rearrange my usage or close apps constantly—it just flows.Battery life & chargingOn a typical day filled with mixed use, the battery comfortably lasts until night without anxiety. When I do need a top-up, the fast charging is genuinely handy—just a short break and I’m good to go again.A standout with Bluetooth audioPairing with my Xiaomi Buds 6 was instant and effortless. Call quality feels crisp even while riding with a helmet on, and noise cancellation has been surprisingly effective. For me, this pairing feels like the phone was built to work with those earbuds.The feel of using it every dayThere’s something subtle but emotional about a phone that doesn’t draw attention to itself with stutters or glitches. It just works. Whether I’m juggling messages, calls, music, or videos, it feels like a reliable companion, not a distraction.Overall, this phone gives me everyday comfort, a display I genuinely use outdoors, solid performance for my routines, and a seamless Bluetooth audio experience. It’s not just specs on paper—it’s how it fits into my day, and that’s what makes me glad I chose it.Read more"
5.0 out of 5 stars,Good phone,The media could not be loaded.This review is after using the phone for two weeks and I am very satisfied with the phone. Display is very crisp and clear even in the sunlight. Sound is also very good and camera quality is not upto the mark. I don't feel 108mp camera is as sharp as I feel. The quality is not upto the mark when zoom the picture. On the contrary video quality is very good which is allowing 4k 30fps quality. Battery backup is also decent which will last long 1.5 days after heavy usage for calls and streaming apps like YouTube and instagram. It's value for money. No heating issue and not hanging even multiple apps opened and switching between them.Read more
4.0 out of 5 stars,Redmi Note 15 5G,"Good quality, features and Performance. Value for Money. (Unlike Note 13 5g ,worst product)Read more"
5.0 out of 5 stars,Redmi Note 15 a hero..,"It's a masterclass in balancing premium aesthetics with rugged durability. Having used it for a week, I am thoroughly impressed by its ""Titan Durability""—featuring an IP66 rating and MIL-STD 810H certification—which is rare at this price point. The Curved AMOLED screen is a showstopper. With a staggering 3,200 nits peak brightness, visibility under direct sunlight is flawless. The 120Hz refresh rate makes HyperOS 2 feel incredibly fluid, while the slim 7.4mm profile ensures it feels much more expensive than it is.Powered by the Snapdragon 6 Gen 3, it handles daily multitasking and social media with ease. The star of the show, however, is the 108MP OIS main camera. Daylight shots are crisp with natural colors, and the OIS significantly improves 4K video stability and low-light performance. The 5,520mAh battery easily lasts 1.5 days, and the 45W charging gets you back to full quickly. While it’s not a heavy gaming machine, it is the perfect all-rounder.Read more"
5.0 out of 5 stars,Excellent Value for Money – Highly Recommended!,"I’ve been using the Redmi Note 15 for a while now, and I’m extremely satisfied with the performance and overall experience. The design looks premium and feels solid in hand. The display is bright, sharp, and perfect for watching videos or scrolling on social media.Performance-wise, the phone is smooth and responsive, even with multitasking and regular gaming. The battery life is impressive and easily lasts a full day with heavy use. Charging is fast and convenient.The camera quality is surprisingly good for the price segment. Photos come out clear with good color accuracy, and the night mode works well. Call quality and network reception are also excellent.Overall, the Redmi Note 15 offers great features at a very reasonable price. Definitely a 5-star product and a great choice for anyone looking for a reliable smartphone.Read more"
3.0 out of 5 stars,"Ok mobile, with worst sound system.","Very slim and sleek mobile. The curve shave looks good but it ain't useful. Performance wise it is ok but not the best in the price range I guess. Weightless, so feels good to hold. Worst part is the sound, it's just horrible and painful to the ears to listen to music. Overall, if you want good music avoid this mobile.Read more"
5.0 out of 5 stars,Good Phone,"A worth purchase, the mobile is very sleek and feels good to hold in hand, sound quality of phone is good, phone seems sturdy, camera is good for the cost.Read more"
4.0 out of 5 stars,Performance,Great cell phone.. I have always been Redmi fan and enjoying the upgrade with this. Still have bit battery issues but the performance it up to the mark.Read more
5.0 out of 5 stars,Exceeded expectations,Product is very good. It works perfectly as expected and a great value for moneyRead more
1.0 out of 5 stars,Worst phone of all time,"WORSTTT PHONE LAGGY AF A FAKE IPHONE OF ₹2000 GIVES THE SAME PERFORMANCE, BUY IT IF YOU'D LIKE TO WASTE YOUR MONEYRead more"
5.0 out of 5 stars,Nice,Very goodRead more
4.0 out of 5 stars,Nice product,Nice productRead more
5.0 out of 5 stars,Thank you,Thank youRead more
3.0 out of 5 stars,Slow Charge,Charging is very Slow. 7k is not worth. otherwise phone is OK. Camera is Ok for this price.Read more
5.0 out of 5 stars,,খুবই সুন্দরRead more
1.0 out of 5 stars,Low quality Phone,Don’t BuyRead more
5.0 out of 5 stars,Redmi Note 15 Pro Plus,"The Redmi Note 15 Pro+ is an impressive handset that delivers excellent performance at a great value. Its sleek design, vibrant display, and powerful processor make everyday tasks smooth and enjoyable. The camera system captures sharp, detailed photos, while the long-lasting battery ensures you stay connected throughout the day. Overall, it’s a well-balanced phone that combines style, speed, and reliability—perfect for anyone looking for a premium experience without the premium price what more I also got a Redmi Watch absolutely freeRead more"
5.0 out of 5 stars,Redmi Note 15 Pro+,"The Redmi Note 15 Pro+ delivers excellent value for money. The 120Hz AMOLED display is bright, smooth, and perfect for content consumption. The 200MP main camera captures sharp and vibrant photos, especially in daylight. Battery life is impressive — the large battery easily lasts a full day, and fast charging is a big plus.Performance is smooth for daily use, multitasking, and casual gaming. The design feels premium and durable.Overall, it’s a solid mid-range smartphone with flagship-like features at a competitive price. Highly recommended for users who want great display, camera, and battery without overspending.Read more"
5.0 out of 5 stars,Durability,"Value for money it's a good premium phone. Iam upgrading after 6 years of service from my redmi Note 9. The Redmi Note 15 pro plus feels solid in terms of durability. The display is adaptive and very clear, the sound clarity is great with Dolby Atoms on ear pods it also has dual in built speakers for music lovers. Love the Coffee Mocha colour gives a vintage look and feeling. After checking all the global rating I am happy. Over all a good premium phone with a lot of features. The battery charges quickly. Can't wait to check out the gameing performance. All settings can be ajusted as per individual user preference. All the best.Read more"
4.0 out of 5 stars,Average... Good working,"Good in Use.... Smooth working. Seamless interface... Nice Camera, too good connectivity, only charging by its own charger successful by other low walt (like 33w, 45w) charging it's became heat... Please take care about itRead more"
1.0 out of 5 stars,Poor Product,"I am writing to express my extreme dissatisfaction with the handling of my recent mobile phone purchase. The device I received is faulty and plagued with multiple issues, making it unusable. Despite this, your customer support team has refused to accept a return, citing policy restrictions, and instead directed me to visit a service center.This response is pathetic, unacceptable, and completely against the principles of customer satisfaction that Amazon claims to uphold. As a customer, I should not be forced to waste time and effort dealing with a defective product that was sold to me in the first place.I demand the following:- Immediate approval of a return and full refund for the faulty mobile phone.- A clear explanation of why Amazon is denying responsibility for defective products.- Assurance that such negligence will not be repeated in the future.If this matter is not resolved promptly, I will have no choice but to escalate further through consumer forums, social media, and legal channels. I expect Amazon, as a global leader in e-commerce, to act responsibly and prioritize customer trust over rigid policies.I urge you to take immediate corrective action and provide a resolution without further delay.Read more"
5.0 out of 5 stars,Awesome phone,"I happy with camera, sound and network quality. This is my third Redmi Note series phone. This one is the best. I prebooked it snd I received Redmi watch free of cost. Watch quality is also very good. Along with the phone, I got the mobile case free of cost. Battery backup is superb. Ease of use is outstanding, no lags, no hangs. Very smooth phone. Camera is top notchRead more"
5.0 out of 5 stars,Value for money,"Great product...I was using Google Pixel 7 Pro ...broken the display twice and paid almost INR 35K for display replacement....This phone, its camera and battery all working so goodRead more"
5.0 out of 5 stars,Excellent,"Amazing phone from Redmi ! The design is sleek, display is crisp and bright, and the performance is super smooth with 8GB RAM + 256GB storage. The camera quality is top-notch, especially in low light. Battery backup easily lasts a full day with fast charging support.Read more"
5.0 out of 5 stars,Redmi A5 is an excellent mobile phone.,This mobile is as per my expectations. It is excellent. Highly recommended for anyone looking for a 3GB RAM and 64 GB storage smartphone. Worth to purchase.Read more
5.0 out of 5 stars,Awesome Product.,Awesome Product.Read more
4.0 out of 5 stars,uses of electric,"value of money, nice to useRead more"
5.0 out of 5 stars,Great mobile at this cost,Great mobile at this costValue for money camera is great at this cost.Read more
1.0 out of 5 stars,Before buying make sure about the replacement policy/refund policy. It's sheer harrasment.,"The media could not be loaded.Extremely Disappointed – Defective Phone and PATHETIC CUSTOMER SERVICEI am highly disappointed with this purchase. The phone was defective right out of the box and got stuck in a continuous boot loop without even reaching the setup screen. For a brand-new device, this is completely unacceptable and reflects very poor quality control.What made the experience worse was the customer service. The support process was slow, unhelpful, and lacked any sense of urgency. Instead of providing a quick and smooth resolution for a clearly defective product, the response felt indifferent and frustrating. I was multiple times referred to different team and in the end I was given a solution , that I had to wait 3-4 days and only after that a decision will be taken whether the phone should be returned/replaced. Now I needed that phone and had paid 8k ,and now I have to wait for 3-4 days and then again I am not sure whether it will be replaced or returned.  As a customer, I expected professionalism and prompt assistance, but the service was truly disappointing.Buying a new phone should be an exciting experience, not a stressful one. Unfortunately, this purchase turned into a complete waste of time and effort. I would strongly advise potential buyers to be cautious, both about the product quality and the after-sales support.Overall, a very unsatisfactory experience.Read more"
3.0 out of 5 stars,Value for money product,Good phoneRead more
5.0 out of 5 stars,Ok Mobile of Low price,OkRead more
5.0 out of 5 stars,Card discount,👌👌Read more
5.0 out of 5 stars,Worth,"Satisfied. Till no issues. Phone speed, camara quality, Touch, refresh rate everything OK.Read more"
4.0 out of 5 stars,Bad software experience,The phone is actually nice but in the software side facing lot of problems like bugs. Performance wise which is good one in this price range ( under 10k ).Read more
5.0 out of 5 stars,Good Budget 5G Phone with Big Display and Long Battery Life,"Good budget smartphone with a large display and smooth performance for daily use. The battery backup is very good and easily lasts a full day. The 50MP camera is decent for normal photos, and the phone feels stylish and lightweight. Overall, a good option for basic use and 5G connectivity at this price.Read more"
4.0 out of 5 stars,Satisfied with the product,This product is very nice and value for moneRead more
3.0 out of 5 stars,phone isnt working smoothly,"id have expected the phone to work better but infact its responding slowly and id say lagging the camera is average and it was not easy when transfering data from other phone, the sensor isnt responding that quick either but the colour is good and its slim and light weight i guess worth it for 11kRead more"
5.0 out of 5 stars,Great Value for Money – Highly Recommended,"⭐⭐⭐⭐⭐ Great Value for Money – Redmi A4I recently purchased the Redmi A4 from Amazon and I’m very satisfied with the performance. In fact, I have purchased this phone three times in the last 2 months, which clearly shows how reliable and useful it is.The design looks good, the display is clear, and performance is smooth for daily tasks like calling, WhatsApp, YouTube, and browsing. The battery backup easily lasts a full day with normal use. Camera quality is also good for this price range.Delivery was on time and packaging was proper. Overall, it’s an excellent budget smartphone and definitely worth buying.Highly recommended 👍Read more"
5.0 out of 5 stars,Bestest,"The Redmi A4 5G is a budget smartphone with good features at a low price. It has a large 6.88-inch display with a 120Hz refresh rate, making scrolling smooth, though the HD+ resolution is average. The performance is decent for daily tasks like calling, social media, and light gaming, but not ideal for heavy games. Its 50MP rear camera clicks clear photos in daylight, while low-light quality is average. The 5160mAh battery gives all-day backup. Overall, it is a good option for students and normal users who want an affordable 5G phone.Read more"
2.0 out of 5 stars,"Bad product,not to be recommended","This review is after the use of 02 and half months.Product performance is very bad. Processor is very slow and heating up badly. Camera stopped working, Mother board is replaced under warranty. SoRead more"
5.0 out of 5 stars,Great Budget Phone – POCO C71,"I’ve been using the POCO C71 for a bit now, and honestly, it’s one of the best phones I’ve found in this price range. For the money, you get 6GB RAM and 128GB storage, which makes everything run smoothly and lag free. I can switch between apps and play games without any lag, which is awesome for a budget phone.The build quality is pretty solid too. It feels durable, and I’ve dropped it a few times, but it’s still in great shape!As for connectivity, both Wi-Fi and Bluetooth work without any issues. No problems staying connected to my Wi-Fi or pairing with Bluetooth speakers.The display is another win – the 120Hz refresh rate which increase the smoothness, and everything looks crisp.And for the camera, it actually takes some nice photos, especially in good lighting. Nothing too fancy, but it’s definitely good enough for everyday use.Overall, if you’re on a budget but still want a phone that works well and doesn’t feel cheap, I’d definitely recommend the POCO C71.It’s a great deal for the price!Read more"
4.0 out of 5 stars,About poco,"Yesterday, I received the phone, and it is an awesome product with many enhanced features. The phone works very smoothly, and its battery backup is excellent. The best thing is its customer-friendly price, which makes it great value for money.The Poco C7 Blue also has a stylish design and a large display that is perfect for watching videos and browsing. Its performance is reliable for daily use, and the camera quality is quite good for this price range. Overall, it is a budget-friendly smartphone with impressive features, and I am very satisfied with my purchase.Read more"
5.0 out of 5 stars,Nice product,I gifted to my mom worth for money thingRead more
4.0 out of 5 stars,Phone,Value for moneyRead more
3.0 out of 5 stars,Charger is vry bad condition not working at all,Phone is good but charger is not working at allRead more
5.0 out of 5 stars,Good 4g mobile,For ₹8k plus the mobile looks premium. Touch sensitive and clean ui. I hold 6 128 version which works smoothly. A scratch guard could have been better. Display and audio are good enough. Wifi works better. Battery standby is appreciable. I recommend it.Read more
5.0 out of 5 stars,quality,Good ProductRead more
4.0 out of 5 stars,Good,Good phone in this price rangeRead more
5.0 out of 5 stars,"Great performance, best value for money phone, sleek and good battery",Its sleek and great phoneRead more
4.0 out of 5 stars,"Overall you can should buy realme 15x , or u can buy this also but i suggest realme 15x .","First of all, I would like to talk about my Realme Narzo 80 Pro 5G. Overall, it is a very good phone in the 20–22k INR price range. I have been using this phone since 17 August 2025, and today is 28 November 2025—almost 4 months. The gaming performance is very good. The camera quality is also very good in bright environments such as sunlight or outdoors, especially when taking photos of people. Nature photography is also decent. Also sound quality is also good , i'm reading some negative comments , but i want to tell to whomever reading this review , The phone has dual stereo speaker support also , with 300% voice boost .I have the 8 GB RAM + 128 GB storage variant. I strongly suggest buying the 256 GB storage variant because in the 128 GB version, a large portion of the storage is taken by the system—around 30–40 GB. So, you only get about 60–70 GB of usable space, which is quite low for modern usage. Even though the phone is advertised as 128 GB, you don’t actually get the full 128 GB.In terms of performance, I did not face any heating issues. The phone stays cool during normal and even heavy tasks. It only heats slightly while charging, which is completely normal for fast-charging phones. The connectivity is also very good, with strong Wi-Fi and Bluetooth performance. Storage transfer speeds are fast as well, thanks to UFS 3.1 storage.I also appreciate the battery capacity, which is quite good for modern phones (6000 mAh). The battery lasts around 20–21 hours with moderate usage such as YouTube, Instagram Reels, or studying on the PW app. However, I have one issue with the screen. Although the display is very bright, easy to use in sunlight, and has excellent color quality, I would advise avoiding phones with curved displays. If a curved screen breaks after dropping on a cemented road or anywhere else, it is very difficult to find a duplicate replacement screen in the market.Additionally, you cannot expand the memory using an SD card, and there is no audio jack on this phone. On the positive side, the 80W charging is amazing—it charges the phone up to 25% in just 10 minutes and more than 60% in under 30 minutes.Overall, the phone is very good, but I still recommend checking out the Realme 15x. It offers almost the same features and is even better in some aspects because it doesn’t have a curved display. The Realme 15x also comes with 60W SUPERVOOC charging and a massive 7000 mAh battery, which is extremely impressive and lasts even longer.Read more"
5.0 out of 5 stars,Great device at this range,Worth every penny! Camera is surprisingly good. Phone is lightweight and sleek and very comfortable. Buy this if p3 ultra and p4 are costlier.Read more
5.0 out of 5 stars,What a phone,Absolutely amazing mobile. I highly recommend this mobile if you are looking for mid range budget mobile. I don't want to call it is as budget mobile because it delivering premium quality.it will easily match with any flagship mobiles because forget about the configuration just look the performance and display quality it is giving is important then anything else. The display is great and touch is fantastic and battery is very good all day long. I got refreshed by this phone after a long period of redmi note 14 usage which irritated me with lagging experience but this phone given me how much I wasted time with my previous one.The bgmi play really amazing I don't know how much fps it is giving but I felt awesome. No heat issues . You can pick 128gb varient (it will save 2k) only if you are a intelligent storage keeper because now a days everyone using Googleone or other cloud storages. If you are reckless user just go for 256gb. But I only facing one issue with this phone the tampered glass edges are getting dirty scratches easily while taking in and out from my pocket because of curves . But this issue is nothing in front of my previous phone experience.Note : My sincere request is to everyone not to buy redmi phones even top end phone.my previous phone is redmi note 14 5g . I can't say how much the phone irritated me for a long period.there are plenty things to say about this mobile but I can't explain my frustration here.after 1 year of use I exchanged it to 9.5k but I purchased at 22kRead more
5.0 out of 5 stars,Best Smartphone under 20k with amoled display,Amazing phone and fast delivery from Amazon. Thankyou for that one day delivery option. Best phone with amoled display and screen fingerprint sensor. I ordered 8/256gb for 20k. Very lightweight and amazing sound quality with dual speakers. Also good camera quality.Read more
4.0 out of 5 stars,Amazing product,"Amazing battery backup doesn't heat up, nice camera and sound quality.performance is also great according to the price.  Overall a durable and quality product.Read more"
5.0 out of 5 stars,Very good 👍,At this price this phone is good 😊Read more
4.0 out of 5 stars,Good,The product is good loved it value for moneyRead more
5.0 out of 5 stars,Display that actually matters The curved AMOLED screen—it’s practical n awesome.,"Chowhan Enterprises.My honest experience with Redmi Note 15 5GI’ve been using the Redmi Note 15 5G as my daily driver, and over time it stops feeling like just “another phone” and starts feeling like part of my routine. The moment you pick it up, it feels comfortable and light, yet solid—not slippery, and not bulky in your pocket. I actually prefer using it without a cover because the smooth finish and slim profile make it pleasant to hold, though I do keep it safe since we all know phones can slip.Display that actually mattersThe curved AMOLED screen hasn’t just looked good in pictures—it’s practical. While commuting on bike taxis or Rapido in bright sunlight, I can glance at maps, messages, and notifications without tilting or shading the screen. Videos and reels feel bright and satisfying because of the clarity and color pop, especially when I watch them after work.Everyday performance that doesn’t make you think twiceFor daily tasks like replying on WhatsApp, switching between apps, managing emails, scrolling social media, using UPI apps, and playing music simultaneously, this phone just keeps up. The UI feels responsive, and multitasking feels natural. I don’t have to rearrange my usage or close apps constantly—it just flows.Battery life & chargingOn a typical day filled with mixed use, the battery comfortably lasts until night without anxiety. When I do need a top-up, the fast charging is genuinely handy—just a short break and I’m good to go again.A standout with Bluetooth audioPairing with my Xiaomi Buds 6 was instant and effortless. Call quality feels crisp even while riding with a helmet on, and noise cancellation has been surprisingly effective. For me, this pairing feels like the phone was built to work with those earbuds.The feel of using it every dayThere’s something subtle but emotional about a phone that doesn’t draw attention to itself with stutters or glitches. It just works. Whether I’m juggling messages, calls, music, or videos, it feels like a reliable companion, not a distraction.Overall, this phone gives me everyday comfort, a display I genuinely use outdoors, solid performance for my routines, and a seamless Bluetooth audio experience. It’s not just specs on paper—it’s how it fits into my day, and that’s what makes me glad I chose it.Read more"
